¤@2542556
¨n   1210
¨o   5225
¨p  21082
¨q  20948
¨r   2552
¨s  99256
¨t 240826
¨u   1513
¨v   1527
¨w    122
¨x   3945
¨y    641
¨z    633
¨{   6730
¨|  55965
¨}  34852
¨~   4888
¨¡   1635
¨¢     85
¨£ 183680
¨¤  48659
¨¥ 136534
¨¦   8590
¨§  13896
¨¨     82
¨©  15970
¨ª   9841
¨«  93148
¨¬  47014
¨­ 141638
¨® 244964
¨¯  18232
¨°   2923
¨±    459
¨²     27
¨³   5239
¨´   1733
¨µ   5165
¨¶    150
¨·    188
¨¸  10263
¨¹  10997
¨º 610340
¨»    325
¨¼    218
¨½  39663
¨¾  30067
¨¿   4447
¨À   1177
¨Á   1854
¨Â     11
¨Ã 135265
¨Ä  20396
¨Å   3636
¨Æ 312553
¨Ç 304517
¨È  33773
¨É  24727
¨Ê  13353
¨Ë    379
¨Ì  50589
¨Í   1858
¨Î  39101
¨Ï 216201
¨Ð   2910
¨Ñ  59310
¨Ò  53106
¨Ó 812950
¨Ô    718
¨Õ   1234
¨Ö   4546
¨×    439
¨Ø  11828
¨Ù     52
¨Ú    544
¨Û     36
¨Ü   1055
¨Ý     60
¨Þ     18
¨ß   6103
¨à  85526
¨á     13
¨â 206181
¨ã  45052
¨ä 317897
¨å  30356
¨æ    235
¨ç  10317
¨è  28243
¨é   2271
¨ê   5762
¨ë  14544
¨ì1310850
¨í   3429
¨î  74134
¨ï    187
¨ð    287
¨ñ      6
¨ò   5266
¨ó  23872
¨ô   3719
¨õ   3487
¨ö   1663
¨÷  13551
¨ø   3897
¨ù     41
¨ú 119840
¨û   5047
¨ü 116232
¨ý  42200
¨þ  99062
©@   7056
©A    750
©B   2050
©C    378
©D   2076
©E    241
©F    442
©G   3729
©H    747
©I  24343
©J    455
©K   1165
©L     30
©M 333422
©N   1786
©O 217180
©P  31546
©Q    213
©R  87293
©S    910
©T  13557
©U   8328
©V    335
©W   7643
©X     27
©Y   7863
©Z   8188
©[   5638
©\     21
©]  59755
©^   6590
©_  73699
©`  12708
©a    565
©b   7254
©c    476
©d   8546
©e  29585
©f  38407
©g   5930
©h   8945
©i   7459
©j  28608
©k    214
©l  72626
©m  21573
©n  10618
©o     25
©p 106116
©q    162
©r     10
©s  10216
©t  20746
©u  22542
©v  33457
©w 322471
©x  38147
©y  40410
©z   9923
©{   1605
©|  28869
©}   3806
©~  35883
©¡  18051
©¢     76
©£   2949
©¤  10557
©¥   2776
©¦    838
©§    868
©¨   4201
©©    148
©ª    132
©«   3096
©¬   2361
©­    142
©®    209
©¯  31266
©°   1485
©±  33183
©²  29469
©³  68724
©´    142
©µ  13893
©¶   8245
©·    970
©¸    369
©¹  63499
©º   5442
©»   3602
©¼  18061
©½    200
©¾  20273
©¿  15002
©À  70963
©Á   1353
©Â     51
©Ã    482
©Ä    839
©Å     68
©Æ   6167
©Ç  71713
©È  59891
©É   8122
©Ê 199183
©Ë     40
©Ì     29
©Í     63
©Î 248845
©Ï    185
©Ð  30239
©Ñ    318
©Ò 558469
©Ó  27831
©Ô  47785
©Õ    597
©Ö    120
©×     45
©Ø   2075
©Ù   8447
©Ú  10418
©Û  30651
©Ü   5255
©Ý   3487
©Þ   8059
©ß   5467
©à    352
©á    639
©â  17572
©ã   1668
©ä   1463
©å   1719
©æ    421
©ç  19462
©è   7258
©é    950
©ê  34049
©ë   4064
©ì  12492
©í    334
©î   9013
©ï   5618
©ð    282
©ñ 126684
©ò   1531
©ó 353628
©ô   4958
©õ   2715
©ö  63406
©÷  10225
©ø   4423
©ù   3527
©ú 234613
©û    628
©ü   7761
©ý    403
©þ    262
ª@  13610
ªA  71299
ªB  85775
ªC    553
ªD    271
ªE   2303
ªF 183624
ªG 324143
ªH    171
ªI     79
ªJ     57
ªK   5783
ªL 116983
ªM  15229
ªN   4474
ªO  81815
ªP   3660
ªQ  28277
ªR  16630
ªS    297
ªT   1993
ªU     37
ªV     27
ªW     22
ªX     31
ªY  26430
ªZ  48104
ª[   3005
ª\    119
ª]   2004
ª^   5013
ª_   4626
ª`  52732
ªa   7167
ªb    489
ªc    875
ªd   8245
ªe  22976
ªf    271
ªg   2605
ªh    613
ªi  27996
ªj   1325
ªk 370276
ªl   1388
ªm   1101
ªn    488
ªo  52331
ªp  63334
ªq   1277
ªr     69
ªs     52
ªt    216
ªu   5129
ªv  62946
ªw  17478
ªx   4487
ªy   4706
ªz    261
ª{    269
ª|     14
ª}      9
ª~    524
ª¡     99
ª¢   6632
ª£   3364
ª¤    779
ª¥    460
ª¦   7216
ª§  44699
ª¨  15817
ª© 146807
ªª   5908
ª« 119523
ª¬  34746
ª­     55
ª®    475
ª¯  39154
ª°   9282
ª± 134519
ª²     26
ª³    457
ª´   8543
ªµ     63
ª¶     14
ª·    136
ª¸    365
ª¹    717
ªº6538132
ª»     52
ª¼   3315
ª½ 125478
ª¾ 434311
ª¿    971
ªÀ 156267
ªÁ    215
ªÂ    588
ªÃ   2094
ªÄ     10
ªÅ 113648
ªÆ   9675
ªÇ    502
ªÈ   3496
ªÉ    354
ªÊ     92
ªË     15
ªÌ 283962
ªÍ   1223
ªÎ   8612
ªÏ   3500
ªÐ     69
ªÑ  17617
ªÒ     27
ªÓ   5233
ªÔ     55
ªÕ    425
ªÖ  17482
ª×  10231
ªØ    129
ªÙ  72675
ªÚ  15327
ªÛ   3421
ªÜ   1672
ªÝ   4139
ªÞ   1586
ªß     16
ªà   1097
ªá 101015
ªâ  10527
ªã    895
ªä    547
ªå   1214
ªæ     17
ªç      8
ªè     29
ªé   1783
ªê  26973
ªë    324
ªì  45256
ªí 160779
ªî    197
ªï  42805
ªð   4554
ªñ 115913
ªò   1064
ªó    137
ªô   9107
ªõ     16
ªö   7305
ª÷ 108819
ªø 237093
ªù  89827
ªú    177
ªû   5749
ªü  88578
ªý  10268
ªþ  55735
«@     57
«A    194
«B  35918
«C  44152
«D 128617
«E   1431
«F   3112
«G  31253
«H 406628
«I   7634
«J   6513
«K 114674
«L  18834
«M    391
«N   1129
«O  99970
«P   6018
«Q   4159
«R    443
«S    479
«T  32096
«U  11307
«V   1980
«W    951
«X   3950
«Y  43117
«Z     95
«[    177
«\    809
«]    482
«^     63
«_  14607
«`     74
«a  22729
«b   2698
«c   2307
«d   2273
«e 339595
«f    268
«g   1618
«h 108300
«i  21693
«j   7079
«k   3134
«l   8089
«m     69
«n  77470
«o 112237
«p   9982
«q   3913
«r   6226
«s  13603
«t    390
«u   5596
«v   5742
«w    552
«x   6444
«y   3080
«z  42443
«{     74
«|    706
«}   6696
«~  72832
«¡   1225
«¢ 125750
«£    401
«¤   1110
«¥   8921
«¦    451
«§    325
«¨  17663
«©    400
«ª     99
««   4398
«¬  73353
«­    365
«®    402
«¯    843
«° 257697
«±   2215
«²    240
«³   1404
«´   5735
«µ  27644
«¶    961
«·     81
«¸   1767
«¹     58
«º   6072
«»    171
«¼   1213
«½   8563
«¾    459
«¿    295
«À   1354
«Á   2155
«Â  32216
«Ã   3544
«Ä  80204
«Å  25133
«Æ    187
«Ç  93487
«È  59085
«É    175
«Ê  35062
«Ë   2607
«Ì   5712
«Í   4903
«Î  12885
«Ï    923
«Ð     38
«Ñ  11381
«Ò  41120
«Ó  19869
«Ô     10
«Õ   9475
«Ö    302
«× 147388
«Ø 128612
«Ù     64
«Ú    205
«Û   7903
«Ü 417617
«Ý  58350
«Þ   1060
«ß  27377
«à     28
«á 459039
«â    540
«ã   7861
«ä 101505
«å   1194
«æ  34127
«ç 154174
«è  12485
«é   1352
«ê   7158
«ë  17543
«ì   6562
«í   7813
«î    955
«ï    712
«ð    191
«ñ    118
«ò    840
«ó  27687
«ô  35481
«õ   6500
«ö  38098
«÷  13120
«ø   1464
«ù  95656
«ú    171
«û    269
«ü 123022
«ý   1070
«þ   4423
¬@   1626
¬A  20687
¬B   5764
¬C    154
¬D  18981
¬E   1026
¬F 134882
¬G  72033
¬H     42
¬I  26632
¬J  28182
¬K  40107
¬L  13816
¬M  13347
¬N   3204
¬O3200626
¬P 128833
¬Q  27059
¬R   3081
¬S     12
¬T     74
¬U    278
¬V  11830
¬W   3156
¬X  21005
¬Y  54845
¬Z     76
¬[  24796
¬\   2803
¬]   1733
¬^     33
¬_   4646
¬`   1797
¬a    148
¬b     51
¬c    626
¬d  52569
¬e     58
¬f   8866
¬g     51
¬h   6440
¬i    141
¬j     18
¬k     78
¬l     30
¬m    248
¬n   4592
¬o    809
¬p    476
¬q  62173
¬r  32195
¬s    241
¬t    137
¬u   7937
¬v  25325
¬w  21420
¬x  15396
¬y  92482
¬z   4838
¬{     48
¬|    132
¬}  12858
¬~  18637
¬¡ 125568
¬¢  10902
¬£  24951
¬¤    697
¬¥   7470
¬¦    121
¬§    412
¬¨     25
¬©    384
¬ª   5631
¬«     51
¬¬     91
¬­     22
¬®     13
¬¯   1561
¬° 847332
¬±   1898
¬²    762
¬³    497
¬´    787
¬µ   7863
¬¶   6650
¬·    131
¬¸    195
¬¹   7177
¬º    255
¬»    183
¬¼    196
¬½   5549
¬¾    793
¬¿     98
¬À   4095
¬Á   4566
¬Â   8108
¬Ã  15526
¬Ä    379
¬Å     24
¬Æ  60517
¬Ç    474
¬È   2427
¬É  78850
¬Ê     18
¬Ë     20
¬Ì   1834
¬Í   1355
¬Î     45
¬Ï     11
¬Ð     19
¬Ñ    647
¬Ò  26852
¬Ó  12496
¬Ô    506
¬Õ   4818
¬Ö   2519
¬×   7539
¬Ø    136
¬Ù  48656
¬Ú     91
¬Û 224206
¬Ü  13561
¬Ý 632561
¬Þ   7771
¬ß   7518
¬à     20
¬á    588
¬â   9716
¬ã 125550
¬ä    747
¬å  17552
¬æ     35
¬ç    763
¬è   3076
¬é   1847
¬ê    880
¬ë     40
¬ì 311419
¬í   8827
¬î  22281
¬ï  24088
¬ð  30729
¬ñ   2741
¬ò    317
¬ó    372
¬ô    139
¬õ  56845
¬ö  28226
¬÷     43
¬ø     19
¬ù  69741
¬ú     25
¬û   5193
¬ü 173127
¬ý    429
¬þ     33
­@  13694
­A   5783
­B     12
­C  73163
­D  12923
­E    371
­F    422
­G   3424
­H     26
­I  29813
­J  15405
­K    123
­L   7627
­M   8509
­N    262
­O     97
­P  33582
­Q     79
­R     62
­S   2880
­T   1043
­U     46
­V   1663
­W  53817
­X    764
­Y 141796
­Z   4915
­[    664
­\     56
­]   4802
­^  77253
­_    958
­`     42
­a    890
­b   3067
­c    256
­d    756
­e   1055
­f    295
­g     40
­h   2221
­i   4300
­j     17
­k     22
­l   2307
­m   3594
­n1034142
­o    148
­p 137149
­q  17148
­r     16
­s   5040
­t  43549
­u   2487
­v     28
­w   1077
­x  70663
­y   5054
­z  31545
­{   1914
­|    563
­}   6384
­~    283
­¡    300
­¢  11981
­£     88
­¤     79
­¥   1811
­¦  17737
­§   2826
­¨     53
­©    527
­ª     46
­« 190069
­¬     84
­­  50622
­®   3807
­¯   3815
­°  18470
­± 252008
­²  10254
­³   2372
­´    144
­µ 170924
­¶  14018
­· 182757
­¸  71452
­¹  22222
­º  53235
­»  32674
­¼  12677
­½    111
­¾    877
­¿  12651
­À     72
­Á   1123
­Â   4691
­Ã     19
­Ä    225
­Å   1761
­Æ    835
­Ç   4966
­È  57997
­É  21435
­Ê  14270
­Ë  51920
­Ì 571155
­Í   1681
­Î     60
­Ï    227
­Ð     97
­Ñ   6857
­Ò   1683
­Ó 933857
­Ô  79364
­Õ   2324
­Ö     44
­×  85237
­Ø    153
­Ù   1579
­Ú    575
­Û  15400
­Ü   3902
­Ý   9879
­Þ   2711
­ß   3381
­à     79
­á   3583
­â   6383
­ã   9958
­ä   1495
­å   1418
­æ     40
­ç    486
­è  61146
­é   2546
­ê   3908
­ë   3658
­ì 174329
­í    687
­î    183
­ï   1492
­ð   8102
­ñ     25
­ò   6814
­ó   2911
­ô  60956
­õ  15596
­ö    769
­÷    618
­ø   2582
­ù  15463
­ú  16491
­û 109155
­ü  53049
­ý    244
­þ  93877
®@  25127
®A    229
®B   2640
®C    226
®D    229
®E    300
®F     38
®G    106
®H   3889
®I   4540
®J   3662
®K    367
®L  16486
®M  31711
®N     65
®O    335
®P    644
®Q  15363
®R   3741
®S   4558
®T   2626
®U    304
®V   2371
®W     18
®X    420
®Y    144
®Z    583
®[     79
®\    229
®]  11817
®^     15
®_   3479
®`  51860
®a 447793
®b   2071
®c  19968
®d   3817
®e 108060
®f    232
®g  27791
®h   2966
®i  56225
®j   1111
®k    360
®l   2325
®m   1291
®n     21
®o    668
®p  15287
®q  23592
®r    215
®s     17
®t  76057
®u  15504
®v 135409
®w  14348
®x  11105
®y  56615
®z  13963
®{  21432
®|   8545
®}  12774
®~    310
®¡    542
®¢   8157
®£  31356
®¤   2873
®¥  10148
®¦  13311
®§  54380
®¨   4898
®©   7589
®ª    288
®«   1546
®¬  14321
®­    152
®®   5736
®¯    279
®°   5687
®±  10349
®²     43
®³  80772
®´    172
®µ    760
®¶  15639
®·   7836
®¸     93
®¹    219
®º   1464
®»   5015
®¼   5478
®½   6649
®¾   2405
®¿   1796
®À   3156
®Á   2248
®Â   1366
®Ã    875
®Ä  53687
®Å     24
®Æ  84954
®Ç  27695
®È  15733
®É 658186
®Ê   4524
®Ë    449
®Ì   4900
®Í    417
®Î    220
®Ï     11
®Ð     29
®Ñ 166626
®Ò    823
®Ó    479
®Ô   5388
®Õ 192451
®Ö  34508
®×  77425
®Ø   4235
®Ù    432
®Ú  59387
®Û   3750
®Ü    448
®Ý    249
®Þ    868
®ß   2476
®à  13128
®á   7139
®â   1837
®ã   4482
®ä    754
®å    148
®æ  85698
®ç  11651
®è   1864
®é     42
®ê    216
®ë     58
®ì     30
®í  10621
®î    368
®ï   3393
®ð 121890
®ñ   2453
®ò    166
®ó    130
®ô     41
®õ  11706
®ö  34731
®÷   1281
®ø  57326
®ù     53
®ú   1875
®û   1677
®ü  88905
®ý    331
®þ    665
¯@    231
¯A   6957
¯B  15229
¯C    156
¯D   4238
¯E   9069
¯F    241
¯G      9
¯H     74
¯I   1382
¯J     52
¯K     95
¯L    133
¯M    945
¯N   5237
¯O    678
¯P  19529
¯Q  12176
¯R   2093
¯S 103567
¯T  15194
¯U   2476
¯V    300
¯W   1802
¯X    752
¯Y    176
¯Z  74297
¯[   1414
¯\   2426
¯]   7587
¯^    102
¯_     94
¯`   2389
¯a    271
¯b   1010
¯c     65
¯d  70864
¯e   4628
¯f  38013
¯g   7450
¯h   4643
¯i      9
¯j     23
¯k   5767
¯l    433
¯m     55
¯n     19
¯o     63
¯p     63
¯q  28706
¯r     53
¯s    587
¯t    558
¯u 335203
¯v  11408
¯w    622
¯x   3275
¯y    564
¯z     84
¯{   3351
¯|     90
¯}  70155
¯~    182
¯¡    278
¯¢     42
¯£     11
¯¤     43
¯¥   8880
¯¦   5020
¯§   1562
¯¨    573
¯©    785
¯ª  14208
¯« 119932
¯¬  21276
¯­     86
¯®    103
¯¯   5135
¯°     25
¯±    167
¯²  15048
¯³   5328
¯´   4115
¯µ  13705
¯¶   1765
¯·   1299
¯¸ 446241
¯¹    312
¯º  94756
¯»   6859
¯¼    646
¯½   1196
¯¾   3656
¯¿    487
¯À  30215
¯Á  15309
¯Â  28912
¯Ã   4050
¯Ä    159
¯Å  95710
¯Æ    245
¯Ç  15556
¯È  24519
¯É   9009
¯Ê  29257
¯Ë     21
¯Ì    649
¯Í   4894
¯Î   7228
¯Ï    147
¯Ð    693
¯Ñ   2168
¯Ò    509
¯Ó   6573
¯Ô    885
¯Õ   1744
¯Ö    192
¯×   1475
¯Ø     39
¯Ù   4090
¯Ú    161
¯Û     43
¯Ü   8466
¯Ý   8631
¯Þ    152
¯ß   4812
¯à 668264
¯á   1080
¯â     90
¯ã    152
¯ä   8107
¯å    122
¯æ    129
¯ç     46
¯è  10189
¯é    215
¯ê     58
¯ë  87661
¯ì    317
¯í   6378
¯î   8322
¯ï    140
¯ð    706
¯ñ    217
¯ò    548
¯ó  29857
¯ô   1614
¯õ     22
¯ö    210
¯÷   4599
¯ø   1259
¯ù  16063
¯ú    432
¯û    243
¯ü    569
¯ý     70
¯þ    258
°@    999
°A   3177
°B    196
°C    366
°D    979
°E     50
°F    228
°G    380
°H    106
°I   3602
°J   3798
°K   3152
°L   1546
°M     22
°N    125
°O 141428
°P    506
°Q 108614
°R     42
°S    614
°T 448759
°U  13330
°V  24678
°W    107
°X     17
°Y      7
°Z   8616
°[    273
°\   1923
°]  17159
°^   6620
°_ 228817
°`    921
°a   7731
°b    157
°c     20
°d   5389
°e  48681
°f   5627
°g  74216
°h  28211
°i    435
°j  11557
°k  12414
°l  40176
°m    895
°n    178
°o     20
°p    737
°q   2554
°r    155
°s  30999
°t  42778
°u   1677
°v   2195
°w  14445
°x    421
°y    178
°z     11
°{  11043
°|  66835
°}  33507
°~    699
°¡    114
°¢    113
°£  78924
°¤     72
°¥    328
°¦  37091
°§   1161
°¨  88333
°©  15411
°ª 251576
°«  21013
°¬     22
°­  25145
°®  22743
°¯     16
°°   3301
°±  52109
°²  65722
°³    188
°´    236
°µ 186770
°¶  25371
°·  18841
°¸  20103
°¹    958
°º    683
°»   5311
°¼   6237
°½  21994
°¾  22239
°¿    252
°À     17
°Á     10
°Â   1756
°Ã    643
°Ä 211767
°Å   7487
°Æ  14767
°Ç  10656
°È  72387
°É    933
°Ê 256817
°Ë     51
°Ì     41
°Í   4031
°Î   2530
°Ï 169166
°Ð    127
°Ñ  87813
°Ò   6616
°Ó  59657
°Ô   9800
°Õ 177091
°Ö   1030
°×   1575
°Ø   6641
°Ù    807
°Ú 164734
°Û  55158
°Ü     89
°Ý 601742
°Þ     83
°ß  22782
°à   1619
°á  18426
°â  26751
°ã    255
°ä   6503
°å     87
°æ     86
°ç     61
°è     25
°é  11114
°ê 430450
°ë     12
°ì  12877
°í  16523
°î     51
°ï  27788
°ð    799
°ñ    194
°ò  81818
°ó  31766
°ô   2194
°õ  55340
°ö   8712
°÷  66056
°ø   1210
°ù   2236
°ú    156
°û   3039
°ü   8333
°ý    390
°þ    107
±@    231
±A    170
±B  22509
±C  17697
±D    585
±E   1286
±F   2036
±G    369
±H  25925
±I  14283
±J  34166
±K  33263
±L   2101
±M  82677
±N 206982
±O   6824
±P    708
±Q     26
